# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_stop_gained	variants_effect_upstream_gene_variant
napB	gene-ECB_02130	TRANSCRIPT_gene-ECB_02130	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
napC	gene-ECB_02129	TRANSCRIPT_gene-ECB_02129	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
napG	gene-ECB_02132	TRANSCRIPT_gene-ECB_02132	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
napH	gene-ECB_02131	TRANSCRIPT_gene-ECB_02131	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nemA	gene-ECB_01620	TRANSCRIPT_gene-ECB_01620	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	1
nhaA	gene-ECB_00018	TRANSCRIPT_gene-ECB_00018	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nhaR	gene-ECB_00019	TRANSCRIPT_gene-ECB_00019	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nlpI	gene-ECB_03030	TRANSCRIPT_gene-ECB_03030	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
norM	gene-ECB_01634	TRANSCRIPT_gene-ECB_01634	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdA	gene-ECB_02160	TRANSCRIPT_gene-ECB_02160	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdB	gene-ECB_02161	TRANSCRIPT_gene-ECB_02161	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nrdD	gene-ECB_04106	TRANSCRIPT_gene-ECB_04106	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdE	gene-ECB_02531	TRANSCRIPT_gene-ECB_02531	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdG	gene-ECB_04105	TRANSCRIPT_gene-ECB_04105	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdH	gene-ECB_02529	TRANSCRIPT_gene-ECB_02529	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdI	gene-ECB_02530	TRANSCRIPT_gene-ECB_02530	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nudG	gene-ECB_01728	TRANSCRIPT_gene-ECB_01728	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nuoL	gene-ECB_02203	TRANSCRIPT_gene-ECB_02203	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nuoM	gene-ECB_02202	TRANSCRIPT_gene-ECB_02202	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nuoN	gene-ECB_02201	TRANSCRIPT_gene-ECB_02201	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
nupC	gene-ECB_02302	TRANSCRIPT_gene-ECB_02302	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nupG	gene-ECB_02794	TRANSCRIPT_gene-ECB_02794	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
nusA	gene-ECB_03036	TRANSCRIPT_gene-ECB_03036	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ompF	gene-ECB_00933	TRANSCRIPT_gene-ECB_00933	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ompN	gene-ECB_01348	TRANSCRIPT_gene-ECB_01348	protein_coding	0	0	3	0	0	0	0	2	0	0	0	0	1
osmY	gene-ECB_04251	TRANSCRIPT_gene-ECB_04251	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pabC	gene-ECB_01092	TRANSCRIPT_gene-ECB_01092	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
panB	gene-ECB_00133	TRANSCRIPT_gene-ECB_00133	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
panC	gene-ECB_00132	TRANSCRIPT_gene-ECB_00132	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
panD	gene-ECB_00130	TRANSCRIPT_gene-ECB_00130	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
parE	gene-ECB_02902	TRANSCRIPT_gene-ECB_02902	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pcnB	gene-ECB_00142	TRANSCRIPT_gene-ECB_00142	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pdxH	gene-ECB_01608	TRANSCRIPT_gene-ECB_01608	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pepA	gene-ECB_04126	TRANSCRIPT_gene-ECB_04126	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pgsA	gene-ECB_01877	TRANSCRIPT_gene-ECB_01877	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pheM	gene-ECB_01684	TRANSCRIPT_gene-ECB_01684	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pheS	gene-ECB_01683	TRANSCRIPT_gene-ECB_01683	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pheT	gene-ECB_01682	TRANSCRIPT_gene-ECB_01682	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pinQ	gene-ECB_01504	TRANSCRIPT_gene-ECB_01504	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pinR	gene-ECB_01345	TRANSCRIPT_gene-ECB_01345	protein_coding	1	0	3	0	0	0	0	1	1	0	0	0	2
pioO	gene-ECB_03173	TRANSCRIPT_gene-ECB_03173	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
plsX	gene-ECB_01086	TRANSCRIPT_gene-ECB_01086	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pmbA	gene-ECB_04103	TRANSCRIPT_gene-ECB_04103	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pnp	gene-ECB_03031	TRANSCRIPT_gene-ECB_03031	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
pntA	gene-ECB_01572	TRANSCRIPT_gene-ECB_01572	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pntB	gene-ECB_01571	TRANSCRIPT_gene-ECB_01571	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
polA	gene-ECB_03749	TRANSCRIPT_gene-ECB_03749	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
potG	gene-ECB_00860	TRANSCRIPT_gene-ECB_00860	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
potH	gene-ECB_00861	TRANSCRIPT_gene-ECB_00861	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
potI	gene-ECB_00862	TRANSCRIPT_gene-ECB_00862	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ppa	gene-ECB_04095	TRANSCRIPT_gene-ECB_04095	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ppiD	gene-ECB_00393	TRANSCRIPT_gene-ECB_00393	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
prfC	gene-ECB_04250	TRANSCRIPT_gene-ECB_04250	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
prkB	gene-ECB_03206	TRANSCRIPT_gene-ECB_03206	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
proM	gene-ECB_t00070	rna-ECB_t00070	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
prsA	gene-ECB_01182	TRANSCRIPT_gene-ECB_01182	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pssA	gene-ECB_02479	TRANSCRIPT_gene-ECB_02479	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pth	gene-ECB_01179	TRANSCRIPT_gene-ECB_01179	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ptsG	gene-ECB_01097	TRANSCRIPT_gene-ECB_01097	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ptsP	gene-ECB_02677	TRANSCRIPT_gene-ECB_02677	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
purF	gene-ECB_02237	TRANSCRIPT_gene-ECB_02237	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
purL	gene-ECB_02449	TRANSCRIPT_gene-ECB_02449	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
purR	gene-ECB_01629	TRANSCRIPT_gene-ECB_01629	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
pyrD	gene-ECB_00949	TRANSCRIPT_gene-ECB_00949	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	3
pyrE	gene-ECB_03499	TRANSCRIPT_gene-ECB_03499	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
pyrH	gene-ECB_00169	TRANSCRIPT_gene-ECB_00169	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
radC	gene-ECB_03495	TRANSCRIPT_gene-ECB_03495	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rbfA	gene-ECB_03034	TRANSCRIPT_gene-ECB_03034	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rbsA	gene-ECB_03635	TRANSCRIPT_gene-ECB_03635	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
rbsB	gene-ECB_03637	TRANSCRIPT_gene-ECB_03637	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rbsC	gene-ECB_03636	TRANSCRIPT_gene-ECB_03636	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rbsD	gene-ECB_03634	TRANSCRIPT_gene-ECB_03634	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
rcsC	gene-ECB_02145	TRANSCRIPT_gene-ECB_02145	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rhsC	gene-ECB_00658	TRANSCRIPT_gene-ECB_00658	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rhsD	gene-ECB_00448	TRANSCRIPT_gene-ECB_00448	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ribC	gene-ECB_01633	TRANSCRIPT_gene-ECB_01633	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rihA	gene-ECB_00617	TRANSCRIPT_gene-ECB_00617	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rimL	gene-ECB_01384	TRANSCRIPT_gene-ECB_01384	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rlpA	gene-ECB_00602	TRANSCRIPT_gene-ECB_00602	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rnd	gene-ECB_01774	TRANSCRIPT_gene-ECB_01774	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rnhA	gene-ECB_00207	TRANSCRIPT_gene-ECB_00207	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rnpA	gene-ECB_03587	TRANSCRIPT_gene-ECB_03587	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rnt	gene-ECB_01622	TRANSCRIPT_gene-ECB_01622	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rph	gene-ECB_03500	TRANSCRIPT_gene-ECB_03500	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rplC	gene-ECB_03171	TRANSCRIPT_gene-ECB_03171	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rplD	gene-ECB_03170	TRANSCRIPT_gene-ECB_03170	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rplT	gene-ECB_01685	TRANSCRIPT_gene-ECB_01685	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rpmB	gene-ECB_03494	TRANSCRIPT_gene-ECB_03494	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rpmF	gene-ECB_01085	TRANSCRIPT_gene-ECB_01085	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rpmG	gene-ECB_03493	TRANSCRIPT_gene-ECB_03493	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rpmI	gene-ECB_01686	TRANSCRIPT_gene-ECB_01686	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rpsB	gene-ECB_00167	TRANSCRIPT_gene-ECB_00167	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rpsG	gene-ECB_03192	TRANSCRIPT_gene-ECB_03192	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rpsJ	gene-ECB_03172	TRANSCRIPT_gene-ECB_03172	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rpsL	gene-ECB_03193	TRANSCRIPT_gene-ECB_03193	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rpsO	gene-ECB_03032	TRANSCRIPT_gene-ECB_03032	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rrfA	gene-ECB_r00016	rna-ECB_r00016	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrfC	gene-ECB_r00013	rna-ECB_r00013	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrfG	gene-ECB_r00004	rna-ECB_r00004	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrfH	gene-ECB_r00003	rna-ECB_r00003	rRNA	0	0	2	0	0	0	0	1	0	0	0	0	1
rrlA	gene-ECB_r00015	rna-ECB_r00015	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrlC	gene-ECB_r00012	rna-ECB_r00012	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrlG	gene-ECB_r00005	rna-ECB_r00005	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrlH	gene-ECB_r00002	rna-ECB_r00002	rRNA	0	0	2	0	0	0	0	1	0	1	0	0	0
rrmA	gene-ECB_01792	TRANSCRIPT_gene-ECB_01792	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rrmB	gene-ECB_03139	TRANSCRIPT_gene-ECB_03139	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
rrmJ	gene-ECB_03044	TRANSCRIPT_gene-ECB_03044	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
rrsD	gene-ECB_r00010	rna-ECB_r00010	rRNA	0	0	1	0	0	0	0	0	0	0	0	0	1
rrsG	gene-ECB_r00006	rna-ECB_r00006	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rrsH	gene-ECB_r00001	rna-ECB_r00001	rRNA	0	0	1	0	0	0	0	1	0	0	0	0	0
rzpR	gene-ECB_01338	TRANSCRIPT_gene-ECB_01338	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sbcB	gene-ECB_01914	TRANSCRIPT_gene-ECB_01914	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sbmA	gene-ECB_00324	TRANSCRIPT_gene-ECB_00324	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
sbmC	gene-ECB_01912	TRANSCRIPT_gene-ECB_01912	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sdaB	gene-ECB_02642	TRANSCRIPT_gene-ECB_02642	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
secG	gene-ECB_03040	TRANSCRIPT_gene-ECB_03040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
selD	gene-ECB_01733	TRANSCRIPT_gene-ECB_01733	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
serT	gene-ECB_t00023	rna-ECB_t00023	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
serW	gene-ECB_t00022	rna-ECB_t00022	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
serX	gene-ECB_t00024	rna-ECB_t00024	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sgbE	gene-ECB_03435	TRANSCRIPT_gene-ECB_03435	protein_coding	1	0	0	0	1	0	0	0	0	0	0	1	0
sgbH	gene-ECB_03433	TRANSCRIPT_gene-ECB_03433	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sgbU	gene-ECB_03434	TRANSCRIPT_gene-ECB_03434	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
shiA	gene-ECB_01893	TRANSCRIPT_gene-ECB_01893	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
sieB	gene-ECB_01331	TRANSCRIPT_gene-ECB_01331	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sixA	gene-ECB_02264	TRANSCRIPT_gene-ECB_02264	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
slmA	gene-ECB_03498	TRANSCRIPT_gene-ECB_03498	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
slyA	gene-ECB_01612	TRANSCRIPT_gene-ECB_01612	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
slyB	gene-ECB_01611	TRANSCRIPT_gene-ECB_01611	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
slyD	gene-ECB_03200	TRANSCRIPT_gene-ECB_03200	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
slyX	gene-ECB_03199	TRANSCRIPT_gene-ECB_03199	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
smf	gene-ECB_03136	TRANSCRIPT_gene-ECB_03136	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
smg	gene-ECB_03135	TRANSCRIPT_gene-ECB_03135	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
sodC	gene-ECB_01616	TRANSCRIPT_gene-ECB_01616	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
speC	gene-ECB_02795	TRANSCRIPT_gene-ECB_02795	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
sppA	gene-ECB_01735	TRANSCRIPT_gene-ECB_01735	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ssuA	gene-ECB_00940	TRANSCRIPT_gene-ECB_00940	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ssuE	gene-ECB_00941	TRANSCRIPT_gene-ECB_00941	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
stfR	gene-ECB_01508	TRANSCRIPT_gene-ECB_01508	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
stpA	gene-ECB_02525	TRANSCRIPT_gene-ECB_02525	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0
tadA	gene-ECB_02453	TRANSCRIPT_gene-ECB_02453	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tas	gene-ECB_02682	TRANSCRIPT_gene-ECB_02682	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tatE	gene-ECB_00596	TRANSCRIPT_gene-ECB_00596	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tauA	gene-ECB_00315	TRANSCRIPT_gene-ECB_00315	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tauB	gene-ECB_00316	TRANSCRIPT_gene-ECB_00316	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
tauC	gene-ECB_00317	TRANSCRIPT_gene-ECB_00317	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
tauD	gene-ECB_00318	TRANSCRIPT_gene-ECB_00318	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
tehA	gene-ECB_01386	TRANSCRIPT_gene-ECB_01386	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tehB	gene-ECB_01387	TRANSCRIPT_gene-ECB_01387	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tesA	gene-ECB_00445	TRANSCRIPT_gene-ECB_00445	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tesB	gene-ECB_00404	TRANSCRIPT_gene-ECB_00404	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tfaE	gene-ECB_00847	TRANSCRIPT_gene-ECB_00847	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
thrS	gene-ECB_01688	TRANSCRIPT_gene-ECB_01688	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tig	gene-ECB_00387	TRANSCRIPT_gene-ECB_00387	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tmk	gene-ECB_01094	TRANSCRIPT_gene-ECB_01094	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
tnaA	gene-ECB_03592	TRANSCRIPT_gene-ECB_03592	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
tnaB	gene-ECB_03593	TRANSCRIPT_gene-ECB_03593	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tnaL	gene-ECB_03591	TRANSCRIPT_gene-ECB_03591	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tolC	gene-ECB_02907	TRANSCRIPT_gene-ECB_02907	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
topB	gene-ECB_01732	TRANSCRIPT_gene-ECB_01732	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
torY	gene-ECB_01844	TRANSCRIPT_gene-ECB_01844	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
torZ	gene-ECB_01843	TRANSCRIPT_gene-ECB_01843	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
treB	gene-ECB_04108	TRANSCRIPT_gene-ECB_04108	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
treC	gene-ECB_04107	TRANSCRIPT_gene-ECB_04107	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
treR	gene-ECB_04109	TRANSCRIPT_gene-ECB_04109	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
trkA	gene-ECB_03140	TRANSCRIPT_gene-ECB_03140	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
trkG	gene-ECB_01339	TRANSCRIPT_gene-ECB_01339	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
trmE	gene-ECB_03590	TRANSCRIPT_gene-ECB_03590	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
trpT	gene-ECB_t00066	rna-ECB_t00066	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
truA	gene-ECB_02243	TRANSCRIPT_gene-ECB_02243	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
truB	gene-ECB_03033	TRANSCRIPT_gene-ECB_03033	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
tsf	gene-ECB_00168	TRANSCRIPT_gene-ECB_00168	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tynA	gene-ECB_01358	TRANSCRIPT_gene-ECB_01358	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
tyrP	gene-ECB_01875	TRANSCRIPT_gene-ECB_01875	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ubiG	gene-ECB_02158	TRANSCRIPT_gene-ECB_02158	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ubiX	gene-ECB_02236	TRANSCRIPT_gene-ECB_02236	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
uppS	gene-ECB_00172	TRANSCRIPT_gene-ECB_00172	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ushA	gene-ECB_00431	TRANSCRIPT_gene-ECB_00431	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
uvrC	gene-ECB_01878	TRANSCRIPT_gene-ECB_01878	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
uvrY	gene-ECB_01879	TRANSCRIPT_gene-ECB_01879	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
vacJ	gene-ECB_02272	TRANSCRIPT_gene-ECB_02272	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
valS	gene-ECB_04124	TRANSCRIPT_gene-ECB_04124	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
valV	gene-ECB_t00027	rna-ECB_t00027	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
valW	gene-ECB_t00028	rna-ECB_t00028	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
xni	gene-ECB_02643	TRANSCRIPT_gene-ECB_02643	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yaaI	gene-ECB_00013	TRANSCRIPT_gene-ECB_00013	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadB	gene-ECB_00143	TRANSCRIPT_gene-ECB_00143	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yadC	gene-ECB_00134	TRANSCRIPT_gene-ECB_00134	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yadD	gene-ECB_00131	TRANSCRIPT_gene-ECB_00131	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadE	gene-ECB_00129	TRANSCRIPT_gene-ECB_00129	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yadF	gene-ECB_00125	TRANSCRIPT_gene-ECB_00125	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadG	gene-ECB_00126	TRANSCRIPT_gene-ECB_00126	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yadH	gene-ECB_00127	TRANSCRIPT_gene-ECB_00127	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yadI	gene-ECB_00128	TRANSCRIPT_gene-ECB_00128	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yadK	gene-ECB_00135	TRANSCRIPT_gene-ECB_00135	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadL	gene-ECB_00136	TRANSCRIPT_gene-ECB_00136	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadM	gene-ECB_00137	TRANSCRIPT_gene-ECB_00137	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadN	gene-ECB_00140	TRANSCRIPT_gene-ECB_00140	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yadQ	gene-ECB_00154	TRANSCRIPT_gene-ECB_00154	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadR	gene-ECB_00155	TRANSCRIPT_gene-ECB_00155	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yadS	gene-ECB_00156	TRANSCRIPT_gene-ECB_00156	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yaeL	gene-ECB_00174	TRANSCRIPT_gene-ECB_00174	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yaeT	gene-ECB_00175	TRANSCRIPT_gene-ECB_00175	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yafC	gene-ECB_00201	TRANSCRIPT_gene-ECB_00201	protein_coding	1	0	1	0	0	0	0	1	1	0	0	0	0
yafD	gene-ECB_00202	TRANSCRIPT_gene-ECB_00202	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yafE	gene-ECB_00203	TRANSCRIPT_gene-ECB_00203	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yafS	gene-ECB_00206	TRANSCRIPT_gene-ECB_00206	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yaiL	gene-ECB_00308	TRANSCRIPT_gene-ECB_00308	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yaiO	gene-ECB_00312	TRANSCRIPT_gene-ECB_00312	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yaiT	gene-ECB_00321	TRANSCRIPT_gene-ECB_00321	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
